	drugbankId	name	ttd_id	pubchem_cid	cas_num	chembl_id	zinc_id	chebi_id	kegg_cid	kegg_id	bindingDB_id	UMLS_cuis	stitch_id
3450	DB00390	Digoxin	D02OZE	2724385.0	20830-75-5	CHEMBL1751	ZINC000242548690	4551	C06956	D00298	46355.0	C0012265	CID002724385
3452	DB00396	Progesterone	D07BSQ	5994.0	57-83-0	CHEMBL103	ZINC000004428529	17026	C00410	D00066	8903.0	C0033308,C1451497,C1515388,C4256086,C4256087	CID000005994
3453	DB00397	Phenylpropanolamine	D09JXM	26934.0	14838-15-4	CHEMBL136560	ZINC000000157545	80680	C16719	D08368	50405613.0	C0031495	CID000026934
3454	DB00394	Beclomethasone dipropionate	DAP000416	21700.0	5534-09-8	CHEMBL1200500	ZINC000003938744	3002	C07813	D07495		C0004906	CID000021700
3455	DB00395	Carisoprodol	D05PLH	2576.0	78-44-4	CHEMBL1233		3419	C07927	D00768		C0007248	CID000002576
3456	DB00398	Sorafenib	D0W5HK	216239.0	284461-73-0	CHEMBL1336	ZINC000001493878	50924		D08524	16673.0	C1516119	CID000216239
3457	DB00399	Zoledronic acid	D0VM2L	68740.0	118072-93-8	CHEMBL924	ZINC000003803652	46557		D01968	12578.0	C0257685,C0392938,C2700334	CID000068740
3508	DB00330	Ethambutol	D08QME	14052.0	74-55-5	CHEMBL44884	ZINC000019364219	4877	C06984	D07925	50448407.0	C0014964	CID100003279
3511	DB00331	Metformin	D0D7LA	4091.0	657-24-9	CHEMBL1431	ZINC000012859773	6801	C07151	D04966	50229665.0	C0025598	CID000004091
3516	DB00334	Olanzapine	D0V4QS	4585.0	132539-06-1	CHEMBL715	ZINC000052957434	7735	C07322	D00454	35254.0	C0171023	CID000004585
3518	DB00335	Atenolol	D01UXC	2249.0	29122-68-7	CHEMBL24		2904		D00235	25753.0	C0004147	CID000002249
3521	DB00332	Ipratropium	D0S0AS	657308.0	60205-81-4	CHEMBL1621597		46659	C07052			C0027235,C0700580,C3848550,C4703917	CID100003746
3524	DB00333	Methadone	D09OJQ	4095.0	76-99-3	CHEMBL651		6807	C07163	D08195	82507.0	C0025605	CID000004095
3527	DB00338	Omeprazole	D01XNB	4594.0	73590-58-6	CHEMBL1503		77260	C07324	D00455	50241343.0	C0028978	CID000004594
3528	DB00339	Pyrazinamide	D0XF8W	1046.0	98-96-4	CHEMBL614	ZINC000000002005	45285	C01956	D00144	228814.0	C0034239,C4256107	CID000001046
3533	DB00337	Pimecrolimus	D0Z4UN	6509979.0	137071-32-0	CHEMBL1200686	ZINC000085536990	135888		D05480		C1099414	CID006509979
3565	DB00341	Cetirizine	D0DK8V	2678.0	83881-51-0	CHEMBL1000		3561	C07778	D07662	22890.0	C0055147	CID000002678
3572	DB00345	Aminohippuric acid	D04DLM	2148.0	61-78-9	CHEMBL463	ZINC000000119344	104011		D06890	50240008.0	C0030123,C0086761,C0717403	CID000002148
3574	DB00346	Alfuzosin	D09MWJ	2092.0	81403-80-7	CHEMBL709		51141		D07124	50033110.0	C0051150	CID000002092
3576	DB00343	Diltiazem	D0OB1J	39186.0	42399-41-7	CHEMBL23	ZINC000000621893	101278	C06958	D07845	50004704.0	C0012373	CID000039186
3578	DB00344	Protriptyline	D00MYQ	4976.0	438-60-8	CHEMBL668	ZINC000001530764	8597	C07408	D08447	50176062.0	C0033743,C4256106	CID000004976
3580	DB00349	Clobazam	D0S9MC	2789.0	22316-47-8	CHEMBL70418	ZINC000000001175	31413		D01253	50247888.0	C0055891	CID000002789
3581	DB00347	Trimethadione	D0U4VT	5576.0	127-48-0	CHEMBL695	ZINC000001530710	9727		D00392	50227239.0	C0041038	CID000005576
3583	DB00348	Nitisinone	D0V1UW	115355.0	104206-65-7	CHEMBL1337	ZINC000100014475	50378		D05177	50088804.0	C0173083	CID000115355
3623	DB00352	Tioguanine	D02ZXM	2723601.0	154-42-7	CHEMBL727	ZINC000006382803	9555	C07648	D08603	50200099.0	C0039902,C1883309	CID002723601
3625	DB00353	Methylergometrine	D05AHE	8226.0	113-42-8	CHEMBL1201356	ZINC000095619105	92607		D00680	50330860.0	C0025760	CID000008226
3627	DB00350	Minoxidil	D0Y2CJ	4201.0	38304-91-5	CHEMBL802	ZINC000000001735	6942		D00418	50237593.0	C0026196	CID000004201
3629	DB00351	Megestrol acetate	DAP000861	11683.0	595-33-5	CHEMBL1201139	ZINC000004097467	6723	C08151	D00952	50238674.0	C0065879	CID000011683
3631	DB00356	Chlorzoxazone	D08ZEB	2733.0	95-25-0	CHEMBL1371	ZINC000084843283	3655	C07931	D00771	50290811.0	C0008296	CID000002733
3633	DB00357	Aminoglutethimide	D0M6DO	2145.0	125-84-8	CHEMBL488		2654	C07617	D00574	9460.0	C0002555	CID000002145
3637	DB00355	Aztreonam	D0F2XV	9568617.0	78110-38-0	CHEMBL158	ZINC000003830264	161680	C06840	D00240	50240480.0	C0004521	CID100002274
3639	DB00358	Mefloquine	D0GQ7K	4046.0	53230-10-7	CHEMBL416956		63681	C07633	D04895	50022889.0	C0025153	CID100004046
3640	DB00359	Sulfadiazine	D05LKP	5215.0	68-35-9	CHEMBL439	ZINC000000120319	9328	C07658	D00587	50166571.0	C0038675	CID000005215
3666	DB13679	Dexchlorpheniramine		33036.0	25523-97-1	CHEMBL1201353	ZINC000000113404	4464	C06946	D07803		C0057606	CID000033036
3669	DB00360	Sapropterin	D0F9XO	44257.0	62989-33-7	CHEMBL1201774	ZINC000013585233	59560	C00272	D08505	50373697.0	C0048897,C4281712	CID000044257
3671	DB00363	Clozapine	D0Z1RV	2818.0	5786-21-0	CHEMBL42	ZINC000019796155	3766	C06924	D00283	50001884.0	C0009079	CID000002818
3675	DB00361	Vinorelbine	D01HTL	44424639.0	71486-22-1	CHEMBL553025	ZINC000085536958	480999		D08680		C0078257	CID100005672
3676	DB00362	Anidulafungin	D0F9BY	166548.0	166663-25-8	CHEMBL264241		55346		D03211	50417554.0	C1142738	CID000166548
3678	DB00367	Levonorgestrel	D0BA9U	13109.0	797-63-7	CHEMBL1389	ZINC000003814395	6443	C08153	D00950	50410522.0	C0023566	CID000013109
3680	DB00368	Norepinephrine	D07MOX	439260.0	51-41-2	CHEMBL1437	ZINC000000057624	18357	C00547	D00076	50029051.0	C0028351	CID000439260
3685	DB00369	Cidofovir	D0XA0Y	60613.0	113852-37-2	CHEMBL152	ZINC000001530600	3696	C06909		31915.0	C0286079,C2699210	CID000060613
3690	DB12395	Esreboxetine	D01NJT	65856.0	98819-76-2	CHEMBL180101	ZINC000000006923	125535		D09340	35226.0	C2716523	CID000065856
3710	DB11072	Hydrogen fluoride		14917.0	7664-39-3	CHEMBL1232767		29228	C16487			C0020274	CID000014917
3743	DB00412	Rosiglitazone	D0A1AQ	77999.0	122320-73-4	CHEMBL121		50122		D00596	50030474.0	C0289313	CID100077998
3746	DB00410	Mupirocin	D03JSJ	446596.0	12650-69-0	CHEMBL719	ZINC000004102194	7025	C11758	D01076	50290686.0	C0085259	CID000446596
3748	DB00415	Ampicillin	D0YA9Z	6249.0	69-53-4	CHEMBL174	ZINC000003830218	28971	C06574	D00204	50350465.0	C0002680,C0724526	CID000006249
3752	DB00413	Pramipexole	D0G8NN	119570.0	104632-26-0	CHEMBL301265	ZINC000003781664	8356		D00559	50116766.0	C0074710	CID100004885
3756	DB00419	Miglustat	D0HR8Z	51634.0	72599-27-0	CHEMBL1029	ZINC000003794711	50381		D05032	18355.0	C1321596	CID000051634
3757	DB00417	Phenoxymethylpenicillin	D09CPR	6869.0	87-08-1	CHEMBL615	ZINC000003831282	27446	C08126	D05411	50370584.0	C0030840,C4256073	CID000006869
3759	DB00418	Secobarbital	D00SJE	5193.0	76-73-3	CHEMBL447		9073		D00430		C0036516	CID000005193
3770	DB12403	Samarium	D0U8VY	23951.0	7440-19-9	CHEMBL382590	ZINC590935	33374			12403.0	C0036147	CID000023951
3782	DB00422	Methylphenidate	D02PPN	4158.0	113-45-1	CHEMBL796		84276	C07196	D04999	50062912.0	C0025810	CID000004158
3784	DB00423	Methocarbamol	D0FN7J	4107.0	532-03-6	CHEMBL1201117		77498		D00402	50239995.0	C0025659	CID000004107
3788	DB00421	Spironolactone	D0EP0C	5833.0	52-01-7	CHEMBL1393	ZINC000003861599	9241	C07310	D00443	50228080.0	C0037982	CID000005833
3790	DB00426	Famciclovir	D0VT8P	3324.0	104227-87-4	CHEMBL880	ZINC000001530635	4974		D00317	50248001.0	C0209227	CID000003324
3793	DB00424	Hyoscyamine	D0RD5W	154417.0	101-31-5	CHEMBL1331216	ZINC000100009280	17486	C02046	D00147	50239982.0	C0596004	CID000154417
3795	DB00425	Zolpidem	D0T1WN	5732.0	82626-48-0	CHEMBL911	ZINC000000003876	10125	C07219	D08690	26266.0	C0078839	CID000005732
3797	DB00428	Streptozocin	D0I8RR	29327.0	18883-66-4	CHEMBL1603	ZINC000003977737	9288	C07313	D05932	8883.0	C0038432	CID000029327
3823	DB00433	Prochlorperazine	D0B2UZ	4917.0	58-38-8	CHEMBL728	ZINC000019796018	8435	C07403	D00493	78434.0	C0033229,C4256066	CID000004917
3825	DB00434	Cyproheptadine	D00TLN	2913.0	129-03-3	CHEMBL516	ZINC000000968264	4046	C06935	D07765	50017721.0	C0010620	CID000002913
3827	DB00431	Lindane	D0Q5IN	727.0	58-89-9	CHEMBL15891		32888	C07075	D00360	50410525.0	C0005038	CID000000727
3829	DB00432	Trifluridine	D05RHI	6256.0	70-00-8	CHEMBL1129	ZINC000003842753	75179		D00391	50132298.0	C0040987	CID000006256
3831	DB00437	Allopurinol	D04KYY	2094.0	315-30-0	CHEMBL1467	ZINC000013298313	40279		D00224	181133.0	C0002144	CID000002094
3832	DB00438	Ceftazidime	D0PH5Z	5481173.0	72558-82-8	CHEMBL44354		3508	C06889	D07654	50420259.0	C0007559,C2983899	CID005481173
3834	DB00435	Nitric Oxide	D0A5FM	145068.0	10102-43-9	CHEMBL1200689		16480	C00533	D00074		C0028128	CID000145068
3836	DB00436	Bendroflumethiazide	D02PAH	2315.0	73-48-3	CHEMBL1684		3013	C07758	D00650	50238678.0	C0004975	CID000002315
3838	DB00439	Cerivastatin	D03KIA	446156.0	145599-86-6	CHEMBL1477	ZINC000011330186	3558	C07966	D07661	18376.0	C0528023	CID000446156
3859	DB00440	Trimethoprim	D0AO5H	5578.0	738-70-5	CHEMBL22	ZINC000006627681	45924	C01965	D00145	18069.0	C0041041	CID000005578
3861	DB00441	Gemcitabine	D03UVS	60750.0	95058-81-4	CHEMBL888	ZINC000018279854	175901	C07650	D02368	27344.0	C0045093	CID100003461
3863	DB00444	Teniposide	D01DBQ	452548.0	29767-20-2	CHEMBL452231	ZINC000004099009	45223	C11153	D02698	50248198.0	C0039512	CID000452548
3865	DB00445	Epirubicin	D0C9XJ	41867.0	56420-45-2	CHEMBL417	ZINC000003938704	47898	C11230	D07901	43839.0	C0014582	CID000041867
3867	DB00442	Entecavir	D0KR2J	153941.0	142217-69-4	CHEMBL713	ZINC000003802690	473990		D04008	197165.0	C0971023,C2699999	CID000153941
3869	DB00443	Betamethasone	D0CW1P	9782.0	378-44-9	CHEMBL632	ZINC000003876136	3077		D00244	73823.0	C0005308	CID000009782
3871	DB00448	Lansoprazole	D06YYD	3883.0	103577-45-3	CHEMBL480		6375		D00355	47032.0	C0050940	CID000003883
3872	DB00449	Dipivefrin	D01JFT	3105.0	52365-63-6	CHEMBL1201262		4646	C06963	D02349		C0058415	CID000003105
3874	DB00446	Chloramphenicol	D0X6IU	5959.0	56-75-7	CHEMBL130	ZINC000000113382	17698	C00918	D00104	23447.0	C0008168,C0699300,C0699305,C4256055	CID000005959
3927	DB00400	Griseofulvin	D0C1SF	441140.0	126-07-8	CHEMBL562	ZINC000000622123	27779	C06686	D00209	31775.0	C0018242,C0304315,C0304316,C4256085	CID000441140
3929	DB00401	Nisoldipine	D0S5CU	4499.0	63675-72-9	CHEMBL1726		76917	C07699	D00618	50101963.0	C0028116	CID000004499
3931	DB00404	Alprazolam	D0L9GG	2118.0	28981-97-7	CHEMBL661	ZINC000000000903	2611	C06817	D00225	50001728.0	C0002333	CID000002118
3935	DB00402	Eszopiclone	D06ZII	969472.0	138729-47-2	CHEMBL1522	ZINC000019632834	53760		D02624	26265.0	C1436328	CID000969472
3939	DB00408	Loxapine	D0U5OE	3964.0	1977-10-2	CHEMBL831	ZINC000019796158	50841	C07104	D02340	22871.0	C0024056	CID000003964
3962	DB00491	Miglitol	D0D0ZD	441314.0	72432-03-2	CHEMBL1561	ZINC000004097426	6935	C07708	D00625	50242271.0	C0066535	CID000441314
3963	DB00492	Fosinopril	D0X8KY	55891.0	98048-97-6	CHEMBL3039598	ZINC000003920355	5163	C07016	D07992		C0118168	CID000055891
3964	DB00490	Buspirone	D0U2OO	2477.0	36505-84-7	CHEMBL49	ZINC000001530571	3223	C06861	D07593	50001859.0	C0006462	CID000002477
3965	DB00495	Zidovudine	D01XYJ	35370.0	30516-87-1	CHEMBL129	ZINC000003779042	10110	C07210	D00413	50002692.0	C0043474	CID000035370
3966	DB00496	Darifenacin	D0Y5AM	444031.0	133099-04-4	CHEMBL1346	ZINC000001996117	391960		D01699	50109647.0	C0529351	CID100072054
3967	DB00493	Cefotaxime	D0D1HA	5742673.0	63527-52-6	CHEMBL1730	ZINC000004468780	204928	C06885	D07647		C0007554	CID005742673
3968	DB00494	Entacapone	D0J1VY	5281081.0	130929-57-6	CHEMBL953	ZINC000035342787	4798	C07943	D00781	50108879.0	C0165921	CID005281081
3969	DB00499	Flutamide	D0Y0SW	3397.0	13311-84-7	CHEMBL806	ZINC000003812944	5132	C07653	D00586	50131270.0	C0016384	CID000003397
3970	DB00497	Oxycodone	D03SKD	5284603.0	76-42-6	CHEMBL656	ZINC000000403533	7852	C08018	D05312	50370595.0	C0030049	CID005284603
3984	DB11156	Pyrantel	D03PTH	708857.0	15686-83-6	CHEMBL1626223	ZINC000000097996	8654	C07409	D08451		C0034235	CID000708857
3992	DB11150	Barium sulfate	D0T5DE	24414.0	7727-43-7	CHEMBL2105897		133326				C0004754	CID000024414
3993	DB12481	Barium		5355457.0	7440-39-3			32595				C0004749	CID100024414
4027	DB11104	Sulfur hexafluoride	D0K0MI	17358.0	2551-62-4	CHEMBL1796998	ZINC000245224194	30496		D05962		C0038779,C1999883	CID000017358
4042	DB00451	Levothyroxine	D06RGG	5819.0	51-48-9	CHEMBL1624	ZINC000003830993	18332	C01829	D08125	408980.0	C0040165	CID000005819
4044	DB00452	Framycetin	D05JNI	8378.0	119-04-0	CHEMBL184618	ZINC000071928291	7508	C01737	D05140	19.0	C0016673	CID000008378
4046	DB00450	Droperidol	D03CJL	3168.0	548-73-2	CHEMBL1108	ZINC000019796080	4717		D00308	50017705.0	C0013136	CID000003168
4048	DB00455	Loratadine	D06ABF	3957.0	79794-75-5	CHEMBL998	ZINC000000537931	6538		D00364	22876.0	C0065180	CID000003957
4053	DB00454	Meperidine	D00UYE	4058.0	57-42-1	CHEMBL607	ZINC000000001681	6754	C07128	D08343	50026752.0	C0025376	CID000004058
4055	DB00459	Acitretin	D05QDC	5284513.0	55079-83-9	CHEMBL1131	ZINC000003798734	50173		D02754	50088429.0	C0050559	CID005284513
4056	DB00457	Prazosin	D0WV3U	4893.0	19216-56-9	CHEMBL2	ZINC000095616601	8364	C07368	D08411	29568.0	C0032912	CID000004893
4058	DB00458	Imipramine	D06ZUK	3696.0	50-49-7	CHEMBL11	ZINC000000020245	47499	C07049	D08070	50010859.0	C0020934,C4082435	CID000003696
4085	DB11119	Sodium iodide		5238.0	7681-82-5	CHEMBL1644695		33167	C14042		50098561.0	C0037521	CID000005238
4087	DB11118	Ammonia	D0FT7Y		7664-41-7							C0002607	CID100000222
4095	DB00460	Verteporfin	D0I3XG	5362420.0	129497-78-5	CHEMBL2052016		32293		D01162		C0387288	CID005362420
4097	DB00461	Nabumetone	D05CKR	4409.0	42924-53-8	CHEMBL1070	ZINC000000020221	7443		D00425	40128.0	C0068334	CID000004409
4105	DB00465	Ketorolac	D0D9JW	3826.0	74103-06-3	CHEMBL469		76223	C07062	D08104	85511.0	C0073631	CID000003826
4108	DB00469	Tenoxicam	D0I6IB	54677971.0	59804-37-4	CHEMBL302795	ZINC000100006429	32192		D01767	92332.0	C0076096	CID151508717
4138	DB00470	Dronabinol	D0P1FO	16078.0	1972-08-3	CHEMBL465	ZINC000001530625	66964	C06972	D00306	60994.0	C0039663	CID000016078
4140	DB00474	Methohexital	D0S8TD	9034.0	151-83-7	CHEMBL7413		102216	C07844	D04985		C0025668	CID000009034
4141	DB00471	Montelukast	D00QET	5281040.0	158966-92-8	CHEMBL787	ZINC000003831151	50730	C07482	D08229	50052024.0	C0298130	CID005281040
4142	DB00472	Fluoxetine	D0TR5X	3386.0	54910-89-3	CHEMBL41		86990		D00823	30130.0	C0016365	CID000003386
4143	DB00477	Chlorpromazine	D01ZII	2726.0	50-53-3	CHEMBL71	ZINC000000044027	3647	C06906	D00270	50001888.0	C0008286	CID000002726
4144	DB00478	Rimantadine	D0TQ1G	5071.0	13392-28-4	CHEMBL959		94440	C07236	D08483	50216627.0	C0035629	CID000005071
4145	DB00475	Chlordiazepoxide	D06BEP	2712.0	58-25-3	CHEMBL451	ZINC000019632917	3611		D00267	50007664.0	C0008188,C4256042	CID000002712
4146	DB00476	Duloxetine	D01AXB	60835.0	116539-59-4	CHEMBL1175	ZINC000001536779	36795		D07880	84745.0	C0245561,C4256038	CID100060834
4147	DB00479	Amikacin	D0Y3MO	37768.0	37517-28-5	CHEMBL177	ZINC000008214483	2637	C06820	D02543	50237603.0	C0002499	CID000037768
4161	DB11135	Selenium		6326970.0	7782-49-2			27568	C01529			C0036581	CID006326970
4170	DB11136	Chromium	D05KHS	23976.0	7440-47-3	CHEMBL459		28073	C06268			C0008574,C4718952	CID000023976
4173	DB00480	Lenalidomide	D0Q5NX	216326.0	191732-72-6	CHEMBL848		63791		D04687	65454.0	C1144149	CID000216326
4174	DB00481	Raloxifene	D01XBA	5035.0	84449-90-1	CHEMBL81	ZINC000000538275	8772	C07228	D08465	19441.0	C0244404	CID000005035
4175	DB00484	Brimonidine	D0AE3X	2435.0	59803-98-4	CHEMBL844	ZINC000021303210	3175	C07886	D07540	34572.0	C0525227	CID000002435
4176	DB00485	Dicloxacillin	D0R2KJ	18381.0	3116-76-5	CHEMBL893	ZINC000003978006	4511	C06950	D02348	50350476.0	C0012093	CID000018381
4177	DB00482	Celecoxib	D03RTS	2662.0	169590-42-5	CHEMBL118	ZINC000002570895	41423	C07589	D00567	11639.0	C0538927	CID000002662
4179	DB00488	Altretamine	D02LPF	2123.0	645-05-6	CHEMBL1455	ZINC000000000905	24564			37631.0	C0019453	CID000002123
4180	DB00489	Sotalol	D04VMT	5253.0	3930-20-9	CHEMBL471		63622	C07309	D08525	25762.0	C0037707,C0591170	CID000005253
4181	DB00486	Nabilone	D0L7AS	5284592.0	51022-71-0	CHEMBL947	ZINC000001542930			D05099	50287941.0	C0068333	CID100039860
4191	DB11180	Tetrofosmin	D09ZYW	4274.0	127502-06-1	CHEMBL1615784	ZINC000003780929	135598				C1366036	CID000004274
4193	DB11181	Homatropine			87-00-3	CHEMBL1618018		5747	C07814		50240066.0	C0062922	CID100003623
4241	DB00532	Mephenytoin	D07RGW	4060.0	50-12-4	CHEMBL861		6757		D00375	50103593.0	C0025381	CID000004060
4243	DB00533	Rofecoxib	D05VLS	5090.0	162011-90-7	CHEMBL122	ZINC000000007455	8887	C07590	D00568	22369.0	C0762662	CID000005090
4245	DB00530	Erlotinib	D07POC	176870.0	183321-74-6	CHEMBL553	ZINC000001546066	114785		D07907	5446.0	C1135135	CID000176870
4247	DB00531	Cyclophosphamide	D0CT9C	2907.0	50-18-0	CHEMBL88		4027	C07888	D07760	50237604.0	C0010583,C1880207	CID000002907
4249	DB00536	Guanidine		3520.0	113-00-8	CHEMBL821	ZINC000008101126	42820			50420178.0	C0120446	CID000003520
4251	DB00537	Ciprofloxacin	D0O1WX	2764.0	85721-33-1	CHEMBL8	ZINC000000020220	100241	C05349	D00186	21690.0	C0008809	CID000002764
4254	DB00535	Cefdinir	D0WS1X	6915944.0	91832-40-5	CHEMBL927	ZINC000003927198	3485	C08110	D00917		C0060405	CID006915944
4256	DB00538	Gadoversetamide	D0X0GI	444013.0	131069-91-5	CHEMBL1200457		31644		D01646		C0754820	CID000444013
4257	DB00539	Toremifene	D04VFJ	3005573.0	89778-26-7	CHEMBL1655	ZINC000012404516	9635	C08166	D08620	58492.0	C0076836	CID100005516
4275	DB12529	Nitrite		946.0	14797-65-0			16301			26989.0	C3848529	CID000000946
4278	DB00540	Nortriptyline	D04WFD	4543.0	72-69-5	CHEMBL445	ZINC000001530741	7640	C07274	D08288	112777.0	C0028420	CID000004543
4280	DB00543	Amoxapine	D09IOI	2170.0	14028-44-5	CHEMBL1113	ZINC000000000931	2675		D00228	22870.0	C0002644	CID000002170
4282	DB00544	Fluorouracil	D05LEO	3385.0	51-21-8	CHEMBL185	ZINC000038212689	46345	C07649	D00584	50340677.0	C0016360	CID000003385
4284	DB00541	Vincristine	D09QVV	5978.0	57-22-7	CHEMBL499458	ZINC000085537024	28445	C07204	D08679	38872.0	C0042679	CID000005978
4286	DB00542	Benazepril	D0U3EC	5362124.0	86541-75-5	CHEMBL838	ZINC000003781943	3011	C06843	D07499	50021153.0	C0053091	CID100002311
4288	DB00547	Desoximetasone	D0CZ1Q	5311067.0	382-67-2	CHEMBL1766	ZINC000004212854	691037		D03697	50103622.0	C0011707	CID005311067
4290	DB00548	Azelaic acid	D0E4WR	2266.0	123-99-9	CHEMBL1238	ZINC000001531036	48131	C08261	D03034		C0052761	CID000002266
4292	DB00545	Pyridostigmine	D0O2WB	4991.0	155-97-5	CHEMBL1115	ZINC000000002009	8665	C07410	D00487	50313079.0	C0034261,C4718957	CID000004991
4296	DB00549	Zafirlukast	D05DVP	5717.0	107753-78-6	CHEMBL603	ZINC000000896717	10100	C07206	D00411	50009073.0	C0378466	CID000005717
4314	DB13868	Adefovir	D00UUM		106941-25-7	CHEMBL484	ZINC000021297308	2469			50001103.0	C0050175	CID100060172
4323	DB13867	Fluticasone	D0LC6K	5311101.0	90566-53-3	CHEMBL1201396	ZINC000004097438	5134	C07815	D07981		C0082607	CID100003399
4327	DB00550	Propylthiouracil	D00MIN	657298.0	51-52-5	CHEMBL1518	ZINC000004640636	8502	C07569	D00562	50133597.0	C0033511	CID000657298
4329	DB00551	Acetohydroxamic acid	D0R9BG	1990.0	546-88-3	CHEMBL734	ZINC000004658603	49029	C06808	D00220	50099857.0	C0050451	CID000001990
4332	DB00554	Piroxicam	D00IBN	54676228.0	36322-90-4	CHEMBL527	ZINC000051133897	8249	C01608	D00127	85245.0	C0031990,C0209263	CID123690938
4333	DB00555	Lamotrigine	D03FLC	3878.0	84057-84-1	CHEMBL741	ZINC000000013156	6367		D00354	50031299.0	C0064636	CID000003878
4335	DB00552	Pentostatin	D0T3AD	439693.0	53910-25-1	CHEMBL1580	ZINC000003806262		C02267	D00155	22925.0	C0030896,C0733530	CID000439693
4337	DB00553	Methoxsalen	D08SKH	4114.0	298-81-7	CHEMBL416	ZINC000002548959	18358	C01864	D00139	50041234.0	C0025684,C0740123	CID000004114
4339	DB00558	Zanamivir	D00NPP	60855.0	139110-80-8	CHEMBL222813	ZINC000003918138	50663	C08095	D00902	50330326.0	C0216660	CID000060855
4340	DB00559	Bosentan	D0U4CE	104865.0	147536-97-8	CHEMBL957	ZINC000001538857	51450		D01227	50061101.0	C0252643,C2825457	CID000104865
4342	DB00556	Perflutren	D0G5BK	6432.0	76-19-7	CHEMBL1663	ZINC000008214651	31980		D01738		C0937858	CID000006432
4344	DB00557	Hydroxyzine	D0O6SX	3658.0	68-88-2	CHEMBL896		5818	C07045	D08054	22875.0	C0020404	CID000003658
4347	DB13872	Lormetazepam	D0I8HJ	13314.0	848-75-9	CHEMBL22097		52993		D01657		C0065185,C0128232	CID000013314
4357	DB13873	Fenofibric acid	D0NF1U	64929.0	42017-89-0	CHEMBL981	ZINC000000001984	83469			28700.0	C0060179	CID000064929
4368	DB00561	Doxapram	D0M7BT	3156.0	309-29-5	CHEMBL1754		681848		D07873		C0013084	CID000003156
4373	DB00560	Tigecycline	D0G4OD	54686904.0	220620-09-7	CHEMBL376140	ZINC000014879972	149836	C12012	D01079	50247905.0	C1260298	CID054686904
4375	DB00565	Cisatracurium	D08ALK	62886.0	96946-41-7	CHEMBL1201248	ZINC000238809664	140621				C1096766,C4691337	CID000062886
4377	DB00566	Succimer	D01GYK	2724354.0	304-55-2	CHEMBL1201073	ZINC000003831475	63623	C07598	D00572	50232640.0	C0012384	CID002724354
4379	DB00563	Methotrexate	D0SV8E	126941.0	59-05-2	CHEMBL34259	ZINC000001529323	44185	C01937	D00142	66082.0	C0025677	CID000126941
4381	DB00564	Carbamazepine	D04MSM	2554.0	298-46-4	CHEMBL108	ZINC000000004785	3387	C06868	D00252	50003659.0	C0006949	CID000002554
4382	DB00569	Fondaparinux	DNC000658	49852292.0	104993-28-4	CHEMBL1201202		61033				C1098510	CID100123611
4383	DB00567	Cephalexin	D0Z5EM	27447.0	15686-71-2	CHEMBL1727	ZINC000003830500	3534	C06895	D00263	50139896.0	C0007716,C2699162	CID000027447
4419	DB00500	Tolmetin	D09BHB	5509.0	26171-23-3	CHEMBL1020	ZINC000000002191	71941	C07149	D02355	50295287.0	C0040377	CID100005508
4421	DB00503	Ritonavir	D0ZU9R	392622.0	155213-67-5	CHEMBL163	ZINC000003944422	45409	C07240	D00427	520.0	C0292818	CID000392622
4425	DB00501	Cimetidine	D02DPA	2756.0	51481-61-9	CHEMBL30	ZINC000018115268	3699	C06952	D00295	22889.0	C0008783	CID000002756
4427	DB00502	Haloperidol	D0D1AL	3559.0	52-86-8	CHEMBL54	ZINC000000537822	5613	C01814	D00136	21398.0	C0018546	CID000003559
4429	DB00507	Nitazoxanide	D08EBN	41684.0	55981-09-4	CHEMBL1401	ZINC000003956788	94807		D02486	50075050.0	C0068788	CID000041684
4452	DB00514	Dextromethorphan	D09OBB	5360696.0	125-71-3	CHEMBL52440	ZINC000003201907	4470	C06947	D03742	50366613.0	C0011816	CID005360696
4454	DB00515	Cisplatin	D0U5HU	2767.0	15663-27-1	CHEMBL2068237		27899	C06911	D00275	50028111.0	C0008838	CID000002767
4455	DB00512	Vancomycin	D0B1IV	14969.0	1404-90-6	CHEMBL262777		28001	C06689	D00212	50335519.0	C0042313	CID000014969
4457	DB00513	Aminocaproic acid	D0FD0H	564.0	60-32-2	CHEMBL1046	ZINC000001529425	57826	C02378	D00160	50357211.0	C0000608	CID000000564
4459	DB00518	Albendazole	D00KVO	2082.0	54965-21-8	CHEMBL1483	ZINC000017146904	16664	C01779	D00134	50241293.0	C0001911,C4082528,C4082752	CID000002082
4460	DB00519	Trandolapril	D0M5OC	5484727.0	87679-37-6	CHEMBL1519	ZINC000001853205	9649		D00383	50369775.0	C0076891	CID005484727
4483	DB00521	Carteolol	D03GCJ	2583.0	51781-06-7	CHEMBL839		3437	C06874	D07624	50040065.0	C0007299	CID000002583
4492	DB00526	Oxaliplatin	D0Y3ME	6857599.0	61825-94-3	CHEMBL414804		31941		D01790		C0069717	CID100004609
4494	DB00523	Alitretinoin	D0G3PI	449171.0	5300-03-8	CHEMBL705	ZINC000012661824	50648	C15493	D02815	31892.0	C0281666	CID000449171
4496	DB00524	Metolazone	D01WLC	4170.0	17560-51-9	CHEMBL878		64354		D00431	25899.0	C0025854	CID000004170
4498	DB00529	Foscarnet	D0OT0O	3415.0	4428-95-9	CHEMBL666	ZINC000008101109	127780	C06456	D00579	50011181.0	C0070895,C0376236	CID100003414
